CustomerKey,Gender,TotalChildren,EnglishOccupation,NumberCarsOwned,CommuteDistance,Age,BikeBuyer
18777,M,0,Skilled Manual,1,5-10 Miles,41,0
18778,M,0,Skilled Manual,1,5-10 Miles,41,0
18779,M,0,Skilled Manual,1,5-10 Miles,41,0
18780,M,0,Skilled Manual,1,5-10 Miles,42,1
18781,M,0,Management,1,0-1 Miles,43,1
18782,M,0,Management,1,1-2 Miles,43,1
18783,M,0,Management,1,0-1 Miles,47,1
18784,F,4,Management,1,1-2 Miles,47,0
18785,F,0,Management,2,0-1 Miles,47,1
18786,M,0,Management,4,1-2 Miles,47,0
18787,F,4,Management,0,0-1 Miles,52,0
18788,F,4,Management,1,1-2 Miles,47,1
18789,M,1,Management,2,0-1 Miles,47,1
18790,F,0,Skilled Manual,2,5-10 Miles,35,1
18791,F,0,Skilled Manual,2,5-10 Miles,36,0
18792,F,0,Skilled Manual,2,5-10 Miles,36,1
18793,M,4,Skilled Manual,2,1-2 Miles,71,0
18794,M,0,Skilled Manual,1,5-10 Miles,36,1
18795,M,0,Clerical,2,1-2 Miles,37,1
18796,M,2,Skilled Manual,2,5-10 Miles,67,0
18797,M,0,Skilled Manual,1,1-2 Miles,37,0
18798,F,0,Skilled Manual,2,5-10 Miles,37,1
18799,M,1,Skilled Manual,0,0-1 Miles,43,0
18800,F,1,Skilled Manual,0,1-2 Miles,43,1
18801,F,1,Skilled Manual,0,0-1 Miles,44,1
18802,M,1,Skilled Manual,0,0-1 Miles,43,1
18803,M,1,Skilled Manual,0,0-1 Miles,43,1
18804,M,1,Skilled Manual,0,1-2 Miles,44,1
18805,F,1,Skilled Manual,0,0-1 Miles,43,0
18806,F,1,Skilled Manual,0,2-5 Miles,43,1
18807,M,2,Management,2,1-2 Miles,51,0
18808,F,3,Professional,1,5-10 Miles,59,1
18809,M,2,Professional,1,0-1 Miles,59,0
18810,M,2,Management,2,1-2 Miles,81,0
18811,M,4,Professional,2,2-5 Miles,52,0
18812,M,4,Professional,2,2-5 Miles,52,0
18813,F,0,Professional,1,5-10 Miles,52,0
18814,M,0,Professional,1,10+ Miles,52,0
18815,F,0,Professional,1,10+ Miles,52,0
18816,F,0,Professional,1,10+ Miles,52,0
18817,F,0,Professional,2,2-5 Miles,52,1
18818,M,3,Management,3,0-1 Miles,52,1
18819,F,3,Management,2,1-2 Miles,52,1
18820,F,1,Management,4,0-1 Miles,52,0
18821,M,5,Professional,2,5-10 Miles,52,0
18822,M,5,Professional,3,1-2 Miles,53,0
18823,M,1,Management,1,1-2 Miles,53,0
18824,M,1,Professional,4,5-10 Miles,53,1
18825,M,1,Management,4,0-1 Miles,52,0
18826,F,5,Professional,3,2-5 Miles,54,0
18827,F,5,Professional,3,5-10 Miles,53,1
18828,F,5,Professional,3,1-2 Miles,54,0
18829,M,4,Professional,0,5-10 Miles,54,1
18830,F,1,Management,3,5-10 Miles,54,0
18831,M,1,Management,3,5-10 Miles,53,1
18832,M,1,Management,3,2-5 Miles,54,1
18833,F,2,Professional,2,1-2 Miles,60,0
18834,F,2,Professional,2,1-2 Miles,59,0
18835,F,2,Professional,2,5-10 Miles,60,0
18836,F,2,Professional,2,5-10 Miles,60,0
18837,F,4,Professional,0,1-2 Miles,59,0
18838,F,3,Professional,1,5-10 Miles,59,1
18839,M,3,Professional,1,1-2 Miles,60,1
18840,F,3,Professional,1,1-2 Miles,59,1
18841,F,3,Professional,2,5-10 Miles,79,1
18842,M,3,Professional,2,5-10 Miles,79,1
18843,M,2,Management,2,1-2 Miles,79,0
18844,M,2,Management,2,5-10 Miles,78,0
18845,F,2,Management,2,1-2 Miles,79,0
18846,M,2,Management,2,5-10 Miles,79,0
18847,F,2,Management,2,5-10 Miles,79,0
18848,M,4,Management,2,1-2 Miles,79,1
18849,F,3,Professional,4,5-10 Miles,55,1
18850,M,4,Management,3,2-5 Miles,55,1
18851,M,2,Skilled Manual,2,1-2 Miles,60,0
18852,F,3,Skilled Manual,2,5-10 Miles,61,0
18853,F,3,Skilled Manual,2,5-10 Miles,61,0
18854,M,2,Skilled Manual,2,1-2 Miles,61,1
18855,M,2,Skilled Manual,2,5-10 Miles,61,1
18856,M,2,Skilled Manual,2,1-2 Miles,61,1
18857,M,2,Skilled Manual,2,5-10 Miles,61,1
18858,M,2,Skilled Manual,2,5-10 Miles,61,1
18859,F,2,Skilled Manual,2,5-10 Miles,60,1
18860,F,3,Professional,0,1-2 Miles,60,1
18861,F,3,Professional,0,5-10 Miles,61,0
18862,M,3,Professional,0,5-10 Miles,60,1
18863,M,3,Professional,0,5-10 Miles,60,1
18864,M,3,Professional,0,1-2 Miles,61,1
18865,F,3,Management,2,1-2 Miles,62,1
18866,M,3,Management,2,1-2 Miles,62,1
18867,M,3,Professional,2,1-2 Miles,62,1
18868,M,3,Professional,2,5-10 Miles,63,1
18869,F,3,Professional,2,5-10 Miles,63,1
18870,F,3,Professional,2,5-10 Miles,63,0
18871,M,3,Management,2,10+ Miles,78,0
18872,M,3,Management,2,10+ Miles,77,0
18873,M,3,Management,2,10+ Miles,75,0
18874,F,3,Management,2,10+ Miles,76,0
18875,M,3,Management,2,1-2 Miles,76,0
18876,M,5,Management,2,10+ Miles,76,1
18877,M,4,Management,2,5-10 Miles,75,0
18878,F,4,Management,2,1-2 Miles,74,1
18879,M,4,Management,2,10+ Miles,73,0
18880,M,3,Management,2,1-2 Miles,74,0
18881,F,5,Management,2,10+ Miles,74,1
18882,M,5,Management,2,1-2 Miles,74,1
18883,M,0,Clerical,2,5-10 Miles,38,0
18884,M,0,Clerical,2,5-10 Miles,38,0
18885,F,4,Skilled Manual,2,5-10 Miles,67,0
18886,M,0,Clerical,2,1-2 Miles,37,0
18887,F,0,Clerical,2,5-10 Miles,38,0
18888,M,0,Skilled Manual,1,5-10 Miles,37,0
18889,F,0,Skilled Manual,1,1-2 Miles,38,0
18890,F,0,Skilled Manual,2,5-10 Miles,38,0
18891,F,0,Skilled Manual,2,5-10 Miles,38,0
18892,M,0,Skilled Manual,2,5-10 Miles,37,0
18893,M,0,Skilled Manual,2,1-2 Miles,38,0
18894,M,0,Skilled Manual,2,5-10 Miles,37,1
18895,M,2,Clerical,2,5-10 Miles,66,0
18896,M,2,Clerical,2,1-2 Miles,66,0
18897,M,2,Clerical,2,5-10 Miles,66,0
18898,F,2,Clerical,2,5-10 Miles,65,0
18899,M,3,Clerical,2,5-10 Miles,65,1
18900,M,3,Clerical,2,5-10 Miles,64,1
18901,M,2,Clerical,2,5-10 Miles,64,0
18902,M,3,Skilled Manual,2,1-2 Miles,64,1
18903,M,3,Skilled Manual,2,5-10 Miles,63,1
18904,F,0,Skilled Manual,2,5-10 Miles,34,1
18905,M,0,Skilled Manual,2,0-1 Miles,35,1
18906,F,3,Skilled Manual,2,5-10 Miles,63,1
18907,F,3,Skilled Manual,2,5-10 Miles,63,1
18908,F,2,Skilled Manual,2,1-2 Miles,61,1
18909,F,2,Skilled Manual,2,5-10 Miles,60,1
18910,M,0,Skilled Manual,2,5-10 Miles,39,0
18911,M,0,Skilled Manual,2,5-10 Miles,40,0
18912,M,0,Skilled Manual,2,5-10 Miles,39,0
18913,M,0,Skilled Manual,2,5-10 Miles,39,0
18914,F,0,Skilled Manual,2,1-2 Miles,40,1
18915,F,0,Skilled Manual,2,5-10 Miles,40,0
18916,M,0,Skilled Manual,2,1-2 Miles,41,1
18917,M,0,Skilled Manual,2,1-2 Miles,41,1
18918,F,0,Skilled Manual,2,5-10 Miles,41,0
18919,M,0,Skilled Manual,2,5-10 Miles,41,0
18920,M,0,Skilled Manual,2,1-2 Miles,42,0
18921,F,0,Skilled Manual,2,1-2 Miles,42,0
18922,F,0,Professional,2,5-10 Miles,42,1
18923,F,0,Professional,2,0-1 Miles,41,1
18924,F,0,Professional,2,5-10 Miles,41,1
18925,F,0,Professional,2,1-2 Miles,39,0
18926,M,0,Professional,2,1-2 Miles,39,0
18927,F,0,Professional,2,1-2 Miles,39,0
18928,F,2,Skilled Manual,2,5-10 Miles,60,1
18929,M,2,Skilled Manual,2,5-10 Miles,60,1
18930,F,2,Skilled Manual,2,1-2 Miles,59,1
18931,F,2,Skilled Manual,2,5-10 Miles,58,1
18932,M,1,Management,3,2-5 Miles,57,0
18933,F,0,Skilled Manual,2,5-10 Miles,41,0
18934,M,0,Professional,2,5-10 Miles,41,0
18935,F,0,Management,3,1-2 Miles,49,0
18936,F,0,Management,3,1-2 Miles,49,1
18937,M,2,Skilled Manual,2,5-10 Miles,58,0
18938,M,2,Skilled Manual,2,5-10 Miles,58,0
18939,M,2,Skilled Manual,2,5-10 Miles,58,0
18940,M,2,Skilled Manual,2,5-10 Miles,57,0
18941,M,3,Professional,0,0-1 Miles,58,0
18942,M,3,Professional,0,5-10 Miles,58,1
18943,F,3,Professional,0,5-10 Miles,58,1
18944,M,2,Professional,2,5-10 Miles,59,0
18945,M,2,Professional,2,5-10 Miles,59,0
18946,M,2,Professional,2,5-10 Miles,59,0
18947,M,3,Professional,2,5-10 Miles,59,1
18948,F,3,Professional,2,0-1 Miles,59,1
18949,M,3,Management,2,5-10 Miles,83,1
18950,F,4,Professional,3,2-5 Miles,50,1
18951,M,4,Professional,3,2-5 Miles,49,1
18952,F,4,Management,4,0-1 Miles,49,0
18953,F,2,Management,3,2-5 Miles,49,1
18954,M,3,Management,4,1-2 Miles,50,1
18955,M,3,Skilled Manual,2,2-5 Miles,53,1
18956,F,1,Professional,1,0-1 Miles,53,1
18957,F,1,Professional,1,2-5 Miles,53,1
18958,F,1,Professional,1,2-5 Miles,53,1
18959,M,1,Professional,1,2-5 Miles,53,1
18960,M,1,Professional,1,2-5 Miles,52,1
18961,M,1,Professional,1,2-5 Miles,53,1
18962,M,1,Skilled Manual,1,2-5 Miles,52,1
18963,F,1,Skilled Manual,1,0-1 Miles,53,1
18964,M,4,Skilled Manual,2,2-5 Miles,54,0
18965,M,4,Skilled Manual,3,10+ Miles,53,0
18966,F,4,Management,2,10+ Miles,72,0
18967,M,3,Management,2,1-2 Miles,73,0
18968,M,3,Management,2,1-2 Miles,73,0
18969,F,3,Management,2,1-2 Miles,73,0
18970,M,3,Management,2,1-2 Miles,72,0
18971,M,5,Management,2,10+ Miles,72,1
18972,M,5,Management,2,10+ Miles,72,1
18973,F,5,Management,2,1-2 Miles,72,1
18974,M,5,Management,2,1-2 Miles,72,1
18975,M,5,Clerical,2,1-2 Miles,71,0
18976,M,4,Professional,2,10+ Miles,71,1
18977,M,4,Professional,2,1-2 Miles,71,0
18978,M,4,Professional,2,1-2 Miles,71,0
18979,M,4,Professional,2,10+ Miles,71,1
18980,F,4,Professional,2,10+ Miles,70,1
18981,F,4,Management,2,10+ Miles,71,0
18982,M,4,Professional,2,10+ Miles,70,1
18983,F,5,Professional,2,2-5 Miles,69,0
18984,F,4,Management,2,10+ Miles,70,0
18985,F,4,Management,2,2-5 Miles,70,0
18986,M,4,Management,2,10+ Miles,70,0
18987,M,5,Management,2,2-5 Miles,70,0
18988,F,5,Management,2,2-5 Miles,70,0
18989,F,5,Management,2,2-5 Miles,69,0
18990,F,5,Management,4,10+ Miles,69,1
18991,M,5,Management,4,2-5 Miles,69,0
18992,M,4,Management,2,2-5 Miles,68,0
18993,M,4,Management,2,10+ Miles,68,0
18994,M,2,Professional,1,10+ Miles,67,0
18995,F,2,Professional,1,10+ Miles,68,0
18996,F,2,Professional,1,10+ Miles,67,0
18997,M,2,Professional,1,10+ Miles,68,0
18998,M,5,Management,3,2-5 Miles,67,1
18999,F,5,Management,3,2-5 Miles,68,1
19000,F,2,Professional,2,2-5 Miles,66,0
19001,M,2,Professional,2,2-5 Miles,67,0
19002,F,2,Professional,1,2-5 Miles,66,1
19003,M,2,Management,0,2-5 Miles,66,1
19004,M,2,Management,0,2-5 Miles,67,1
19005,F,2,Professional,2,10+ Miles,66,0
19006,F,2,Professional,2,10+ Miles,65,0
19007,F,2,Professional,2,10+ Miles,65,0
19008,F,2,Professional,2,2-5 Miles,65,1
19009,F,2,Professional,1,10+ Miles,64,0
19010,F,2,Professional,1,2-5 Miles,65,0
19011,F,4,Professional,1,1-2 Miles,65,0
19012,M,3,Management,1,1-2 Miles,65,0
19013,F,3,Management,2,5-10 Miles,64,1
19014,M,2,Professional,2,10+ Miles,64,0
19015,M,2,Professional,2,10+ Miles,64,0
19016,F,2,Professional,2,2-5 Miles,63,1
19017,F,2,Professional,2,10+ Miles,64,0
19018,F,2,Professional,2,10+ Miles,63,0
19019,M,4,Professional,1,1-2 Miles,64,0
19020,M,2,Skilled Manual,2,10+ Miles,63,0
19021,F,2,Skilled Manual,2,2-5 Miles,62,1
19022,F,2,Skilled Manual,2,10+ Miles,62,0
19023,F,2,Skilled Manual,3,10+ Miles,62,1
19024,M,2,Skilled Manual,3,10+ Miles,63,1
19025,M,2,Professional,2,10+ Miles,62,0
19026,M,2,Professional,2,10+ Miles,62,0
19027,F,2,Professional,4,5-10 Miles,58,1
19028,M,2,Professional,3,5-10 Miles,58,1
19029,F,2,Professional,4,5-10 Miles,58,1
19030,M,2,Professional,2,5-10 Miles,58,1
19031,F,2,Professional,2,0-1 Miles,58,1
19032,F,2,Professional,2,0-1 Miles,58,1
19033,M,2,Professional,4,5-10 Miles,59,1
19034,F,3,Professional,4,5-10 Miles,58,1
19035,M,3,Professional,4,5-10 Miles,58,1
19036,M,3,Professional,3,0-1 Miles,60,1
19037,M,3,Professional,3,5-10 Miles,60,1
19038,M,3,Professional,1,10+ Miles,61,1
19039,M,5,Management,2,2-5 Miles,71,0
19040,M,3,Management,4,5-10 Miles,71,1
19041,F,5,Professional,2,10+ Miles,70,1
19042,M,5,Professional,2,2-5 Miles,70,0
19043,F,2,Management,4,2-5 Miles,70,0
19044,M,4,Management,4,0-1 Miles,70,0
19045,M,5,Professional,2,10+ Miles,69,0
19046,F,3,Management,4,10+ Miles,69,1
19047,F,4,Professional,4,0-1 Miles,69,0
19048,M,4,Professional,4,5-10 Miles,68,1
19049,M,4,Management,4,5-10 Miles,68,1
19050,M,3,Professional,1,2-5 Miles,61,0
19051,F,4,Professional,1,10+ Miles,61,1
19052,F,4,Professional,2,2-5 Miles,61,1
19053,M,3,Professional,4,0-1 Miles,61,0
19054,M,3,Professional,4,0-1 Miles,61,0
19055,M,3,Professional,4,10+ Miles,61,0
19056,F,3,Management,4,10+ Miles,62,0
19057,F,3,Management,2,10+ Miles,61,1
19058,M,4,Professional,2,10+ Miles,62,1
19059,M,5,Professional,2,0-1 Miles,62,0
19060,F,3,Management,4,0-1 Miles,62,0
19061,F,4,Professional,2,10+ Miles,63,0
19062,F,4,Professional,2,10+ Miles,62,0
19063,F,4,Professional,2,10+ Miles,62,0
19064,F,4,Professional,2,10+ Miles,62,0
19065,F,4,Professional,2,10+ Miles,63,1
19066,M,4,Professional,3,10+ Miles,63,0
19067,F,4,Professional,3,5-10 Miles,64,1
19068,F,4,Professional,3,10+ Miles,64,0
19069,M,4,Management,3,5-10 Miles,65,1
19070,M,4,Management,3,0-1 Miles,64,1
19071,M,4,Management,3,10+ Miles,65,0
19072,F,4,Management,4,10+ Miles,66,0
19073,M,0,Management,4,10+ Miles,66,1
19074,F,5,Skilled Manual,4,10+ Miles,67,0
19075,M,5,Management,4,10+ Miles,67,0
19076,F,4,Management,3,5-10 Miles,67,1
19077,M,4,Management,3,10+ Miles,67,0
19078,F,5,Skilled Manual,2,10+ Miles,68,0
19079,M,5,Skilled Manual,4,10+ Miles,68,0
19080,M,5,Skilled Manual,2,10+ Miles,67,0
19081,F,4,Professional,1,5-10 Miles,68,0
19082,M,5,Professional,4,10+ Miles,68,0
19083,M,0,Professional,2,5-10 Miles,40,1
19084,F,0,Professional,2,10+ Miles,39,1
19085,F,0,Professional,3,10+ Miles,38,0
19086,M,0,Professional,3,10+ Miles,39,0
19087,F,0,Professional,2,10+ Miles,40,0
19088,M,0,Professional,4,10+ Miles,40,0
19089,F,0,Professional,2,10+ Miles,39,1
19090,M,0,Professional,3,10+ Miles,41,0
19091,M,0,Professional,3,10+ Miles,42,0
19092,M,0,Professional,3,10+ Miles,41,0
19093,F,0,Management,2,10+ Miles,40,1
19094,M,0,Professional,3,10+ Miles,42,1
19095,F,0,Management,2,10+ Miles,41,1
19096,M,0,Management,3,10+ Miles,42,1
19097,F,0,Professional,4,10+ Miles,44,0
19098,M,0,Management,3,10+ Miles,43,0
19099,F,0,Professional,4,10+ Miles,42,1
19100,M,0,Management,3,10+ Miles,44,0
19101,F,0,Professional,4,10+ Miles,44,0
19102,F,0,Management,4,10+ Miles,45,1
19103,M,0,Professional,4,10+ Miles,45,0
19104,F,0,Professional,4,10+ Miles,44,0
19105,F,0,Management,4,0-1 Miles,44,1
19106,M,4,Management,4,10+ Miles,44,0
19107,M,4,Professional,2,2-5 Miles,50,0
19108,F,1,Skilled Manual,0,2-5 Miles,43,1
19109,F,1,Professional,0,0-1 Miles,43,1
19110,M,1,Professional,0,2-5 Miles,43,1
19111,F,2,Professional,0,0-1 Miles,43,1
19112,F,1,Skilled Manual,0,2-5 Miles,44,1
19113,M,1,Skilled Manual,0,2-5 Miles,44,1
19114,F,1,Skilled Manual,1,2-5 Miles,45,1
19115,F,1,Skilled Manual,1,0-1 Miles,45,0
19116,M,1,Professional,0,2-5 Miles,46,1
19117,F,1,Professional,0,2-5 Miles,45,1
19118,M,1,Professional,0,0-1 Miles,44,1
19119,M,1,Professional,0,0-1 Miles,44,1
19120,M,1,Professional,0,2-5 Miles,43,1
19121,F,3,Professional,0,2-5 Miles,43,1
19122,F,3,Professional,0,2-5 Miles,43,1
19123,F,1,Professional,0,0-1 Miles,46,1
19124,M,1,Professional,0,0-1 Miles,45,1
19125,M,0,Professional,1,2-5 Miles,48,1
19126,M,2,Professional,0,2-5 Miles,45,0
19127,F,4,Professional,0,2-5 Miles,44,1
19128,F,4,Professional,0,0-1 Miles,45,1
19129,M,4,Professional,0,0-1 Miles,44,1
19130,F,2,Professional,0,0-1 Miles,45,1
19131,M,0,Professional,1,2-5 Miles,47,1
19132,M,2,Skilled Manual,1,0-1 Miles,48,0
19133,M,2,Skilled Manual,1,2-5 Miles,47,1
19134,F,2,Skilled Manual,1,0-1 Miles,48,0
19135,M,0,Professional,0,0-1 Miles,49,0
19136,M,0,Professional,0,0-1 Miles,49,0
19137,M,0,Professional,0,2-5 Miles,49,1
19138,M,0,Professional,0,2-5 Miles,48,0
19139,M,0,Professional,0,2-5 Miles,48,0
19140,F,0,Professional,0,2-5 Miles,48,1
19141,M,4,Professional,0,2-5 Miles,49,1
19142,M,4,Professional,0,0-1 Miles,48,1
19143,F,3,Skilled Manual,2,2-5 Miles,50,1
19144,M,3,Skilled Manual,3,10+ Miles,49,1
19145,F,3,Skilled Manual,3,10+ Miles,50,0
19146,F,0,Professional,1,0-1 Miles,50,1
19147,M,0,Professional,1,0-1 Miles,51,0
19148,M,0,Professional,1,0-1 Miles,51,1
19149,M,0,Professional,1,2-5 Miles,51,0
19150,F,4,Skilled Manual,2,2-5 Miles,51,0
19151,M,4,Skilled Manual,2,2-5 Miles,51,0
19152,M,4,Skilled Manual,3,10+ Miles,51,0
19153,M,4,Skilled Manual,3,10+ Miles,51,0
19154,F,4,Skilled Manual,3,10+ Miles,51,0
19155,F,5,Skilled Manual,3,10+ Miles,50,0
19156,F,4,Skilled Manual,2,0-1 Miles,51,1
19157,M,4,Skilled Manual,2,0-1 Miles,50,1
19158,F,4,Skilled Manual,2,0-1 Miles,51,1
19159,M,4,Skilled Manual,2,2-5 Miles,51,1
19160,F,0,Professional,1,0-1 Miles,52,1
19161,M,4,Skilled Manual,2,0-1 Miles,51,1
19162,M,4,Professional,2,2-5 Miles,51,1
19163,F,4,Professional,2,0-1 Miles,52,1
19164,F,0,Professional,1,2-5 Miles,47,1
19165,F,0,Professional,1,2-5 Miles,47,1
19166,F,0,Professional,1,0-1 Miles,46,0
19167,F,2,Professional,0,0-1 Miles,46,1
19168,M,0,Professional,1,2-5 Miles,51,0
19169,F,3,Professional,0,0-1 Miles,51,1
19170,M,3,Professional,0,0-1 Miles,51,1
19171,F,3,Professional,0,0-1 Miles,52,1
19172,M,1,Skilled Manual,0,0-1 Miles,41,1
19173,F,1,Skilled Manual,0,1-2 Miles,41,1
19174,F,0,Manual,1,2-5 Miles,41,1
19175,M,0,Manual,2,0-1 Miles,43,0
19176,F,0,Manual,2,1-2 Miles,43,0
19177,F,1,Skilled Manual,1,1-2 Miles,42,0
19178,F,0,Manual,2,0-1 Miles,43,0
19179,F,0,Manual,2,0-1 Miles,43,0
19180,F,0,Manual,2,0-1 Miles,43,0
19181,M,0,Manual,1,1-2 Miles,42,1
19182,M,0,Manual,1,2-5 Miles,43,0
19183,M,0,Manual,2,1-2 Miles,44,0
19184,F,0,Manual,2,1-2 Miles,43,0
19185,F,0,Manual,2,0-1 Miles,43,0
19186,M,0,Manual,2,0-1 Miles,44,1
19187,M,0,Manual,2,1-2 Miles,44,0
19188,M,0,Manual,1,2-5 Miles,44,1
19189,F,0,Manual,1,2-5 Miles,44,0
19190,M,0,Manual,1,2-5 Miles,44,0
19191,M,0,Manual,1,2-5 Miles,44,0
19192,F,2,Clerical,0,1-2 Miles,45,1
19193,M,2,Clerical,0,1-2 Miles,44,1
19194,M,2,Clerical,0,1-2 Miles,45,1
19195,M,2,Clerical,0,1-2 Miles,45,1
19196,F,2,Clerical,1,1-2 Miles,45,1
19197,F,2,Clerical,2,0-1 Miles,44,1
19198,F,3,Clerical,0,1-2 Miles,40,1
19199,M,3,Clerical,0,1-2 Miles,40,1
19200,M,0,Skilled Manual,0,0-1 Miles,49,0
19201,M,0,Skilled Manual,0,1-2 Miles,48,1
19202,F,0,Skilled Manual,0,1-2 Miles,49,1
19203,M,2,Manual,2,1-2 Miles,62,1
19204,F,2,Manual,2,1-2 Miles,62,1
19205,M,2,Manual,2,1-2 Miles,61,1
19206,F,2,Manual,2,0-1 Miles,62,1
19207,M,2,Manual,2,1-2 Miles,60,1
19208,F,1,Clerical,1,5-10 Miles,61,0
19209,F,1,Clerical,1,1-2 Miles,61,1
19210,F,1,Clerical,1,10+ Miles,61,0
19211,F,1,Clerical,1,0-1 Miles,61,1
19212,F,1,Clerical,1,0-1 Miles,60,1
19213,F,1,Clerical,1,0-1 Miles,60,1
19214,F,2,Skilled Manual,2,1-2 Miles,59,0
19215,M,2,Skilled Manual,2,1-2 Miles,58,0
19216,M,2,Skilled Manual,2,1-2 Miles,59,0
19217,M,2,Skilled Manual,2,1-2 Miles,58,0
19218,M,1,Clerical,1,1-2 Miles,58,0
19219,F,1,Clerical,1,1-2 Miles,58,0
19220,F,2,Skilled Manual,2,0-1 Miles,58,0
19221,F,2,Skilled Manual,2,1-2 Miles,58,0
19222,M,2,Skilled Manual,2,1-2 Miles,58,0
19223,F,2,Skilled Manual,2,1-2 Miles,57,0
19224,F,2,Skilled Manual,2,1-2 Miles,57,0
19225,M,1,Clerical,1,1-2 Miles,57,1
19226,M,2,Clerical,1,0-1 Miles,56,0
19227,M,2,Clerical,1,1-2 Miles,57,0
19228,F,2,Clerical,1,0-1 Miles,57,0
19229,M,5,Skilled Manual,0,1-2 Miles,57,0
19230,F,5,Skilled Manual,0,1-2 Miles,57,0
19231,F,5,Skilled Manual,0,0-1 Miles,57,0
19232,F,4,Skilled Manual,0,1-2 Miles,55,0
19233,M,4,Skilled Manual,0,1-2 Miles,56,0
19234,M,4,Skilled Manual,2,0-1 Miles,43,0
19235,F,0,Skilled Manual,0,0-1 Miles,43,0
19236,F,0,Skilled Manual,0,0-1 Miles,43,0
19237,F,0,Skilled Manual,0,0-1 Miles,42,0
19238,F,1,Skilled Manual,0,1-2 Miles,42,0
19239,M,1,Skilled Manual,0,1-2 Miles,41,0
19240,F,1,Skilled Manual,0,1-2 Miles,42,1
19241,F,1,Skilled Manual,0,1-2 Miles,42,0
19242,M,1,Skilled Manual,0,1-2 Miles,41,0
19243,M,1,Skilled Manual,0,1-2 Miles,42,0
19244,M,1,Skilled Manual,0,1-2 Miles,42,0
19245,M,1,Skilled Manual,0,0-1 Miles,44,0
19246,M,1,Skilled Manual,0,1-2 Miles,44,0
19247,F,1,Manual,0,0-1 Miles,47,0
19248,F,1,Manual,0,0-1 Miles,53,0
19249,M,1,Manual,0,0-1 Miles,53,0
19250,F,1,Manual,0,0-1 Miles,54,0
19251,M,1,Clerical,0,0-1 Miles,54,0
19252,F,2,Manual,0,1-2 Miles,59,0
19253,F,1,Clerical,0,0-1 Miles,59,1
19254,M,1,Clerical,0,0-1 Miles,58,1
19255,M,2,Manual,1,0-1 Miles,60,1
19256,F,1,Clerical,0,0-1 Miles,60,1
19257,F,2,Manual,1,0-1 Miles,61,1
19258,M,2,Manual,1,0-1 Miles,61,1
19259,F,1,Clerical,0,0-1 Miles,78,0
19260,F,1,Clerical,0,0-1 Miles,76,1
19261,F,1,Clerical,0,0-1 Miles,75,0
19262,F,1,Clerical,0,0-1 Miles,72,0
19263,F,1,Clerical,0,0-1 Miles,72,1
19264,M,0,Manual,1,0-1 Miles,34,1
19265,M,0,Manual,1,0-1 Miles,36,0
19266,M,0,Manual,1,0-1 Miles,35,0
19267,M,0,Manual,1,2-5 Miles,36,0
19268,F,0,Manual,1,0-1 Miles,36,0
19269,F,0,Manual,2,0-1 Miles,38,1
19270,M,0,Clerical,0,0-1 Miles,35,1
19271,M,0,Clerical,0,0-1 Miles,37,1
19272,M,1,Manual,0,0-1 Miles,72,0
19273,F,2,Manual,0,0-1 Miles,72,0
19274,F,2,Manual,1,0-1 Miles,72,1
19275,M,1,Manual,0,1-2 Miles,53,0
19276,M,1,Manual,0,0-1 Miles,54,1
19277,M,1,Manual,1,2-5 Miles,55,0
19278,M,1,Manual,0,0-1 Miles,55,1
19279,M,1,Manual,0,1-2 Miles,55,0
19280,M,2,Manual,1,0-1 Miles,57,1
19281,F,2,Manual,1,2-5 Miles,57,0
19282,F,1,Clerical,0,0-1 Miles,57,1
19283,M,1,Clerical,0,0-1 Miles,57,1
19284,F,1,Clerical,0,0-1 Miles,57,1
19285,F,3,Clerical,0,0-1 Miles,55,1
19286,F,3,Clerical,0,0-1 Miles,55,1
19287,M,3,Clerical,0,0-1 Miles,56,1
19288,F,3,Clerical,0,0-1 Miles,56,1
19289,M,3,Clerical,0,0-1 Miles,55,1
19290,M,1,Clerical,0,0-1 Miles,57,1
19291,F,2,Manual,0,0-1 Miles,44,0
19292,M,0,Clerical,0,0-1 Miles,44,1
19293,F,0,Clerical,0,0-1 Miles,45,1
19294,M,0,Clerical,0,0-1 Miles,45,1
19295,F,2,Manual,1,0-1 Miles,46,1
19296,M,0,Manual,1,2-5 Miles,46,1
19297,M,0,Clerical,0,0-1 Miles,46,1
19298,F,0,Skilled Manual,0,0-1 Miles,45,1
19299,F,0,Skilled Manual,0,0-1 Miles,45,1
19300,M,3,Manual,2,0-1 Miles,63,0
19301,F,2,Manual,1,2-5 Miles,63,1
19302,M,3,Manual,2,0-1 Miles,64,1
19303,M,3,Manual,2,0-1 Miles,63,0
19304,F,2,Manual,2,0-1 Miles,62,0
19305,F,2,Manual,1,0-1 Miles,47,1
19306,F,3,Manual,0,0-1 Miles,47,0
19307,M,1,Manual,0,2-5 Miles,47,0
19308,F,1,Clerical,0,0-1 Miles,47,1
19309,M,1,Clerical,0,2-5 Miles,46,1
19310,F,0,Clerical,0,0-1 Miles,47,1
19311,F,0,Clerical,0,0-1 Miles,47,1
19312,F,0,Clerical,0,0-1 Miles,47,1
19313,M,3,Manual,1,0-1 Miles,48,1
19314,M,3,Manual,1,0-1 Miles,48,1
19315,M,1,Manual,1,0-1 Miles,48,1
19316,M,1,Manual,1,2-5 Miles,48,1
19317,F,1,Manual,1,2-5 Miles,48,0
